,Latin word,Enlish word,Definition
461,totior,tallis,"{'Noun': ['English organist and composer of church and secular music; was granted a monopoly in music printing with William Byrd (1505-1585', '(Judaism']}"
462,aptus,fit,"{'Noun': ['a display of bad temper', 'a sudden uncontrollable attack', 'the manner in which something fits', 'a sudden flurry of activity (often for no obvious reason'], 'Verb': ['be agreeable or acceptable to', 'be the right size or shape; fit correctly or as desired', 'make fit', 'insert or adjust several objects or people', 'be compatible, similar or consistent; coincide in their characteristics', 'conform to some shape or size', 'provide with (something', 'fill, satisfy or meet a want or need or condtion ro restriction', 'make correspond or harmonize'], 'Adjective': ['meeting adequate standards for a purpose', ""(usually followed by `to' or `for'"", 'physically and mentally sound or healthy']}"
463,atavos,atavos,
464,figigo,figure,"{'Noun': ['a diagram or picture illustrating textual material', 'alternative names for the body of a human being', 'one of the elements that collectively form a system of numeration', 'a model of a bodily form (especially of a person', 'a well-known or notable person', 'a combination of points and lines and planes that form a visible palpable shape', 'an amount of money expressed numerically', 'the impression produced by a person', 'the property possessed by a sum or total or indefinite quantity of units or individuals', 'language used in a figurative or nonliteral sense', 'a unitary percept having structure and coherence that is the object of attention and that stands out against a ground', 'a decorative or artistic work', 'a predetermined set of movements in dancing or skating'], 'Verb': ['judge to be probable', 'be or play a part of or in', ""imagine; conceive of; see in one's mind"", 'make a mathematical calculation or computation', 'understand']}"
465,sulso,SULT,
466,daes,daes,
467,flaventem,yellowish,{'Adjective': ['of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk']}
468,caris,dear,"{'Noun': ['a beloved person; used as terms of endearment', 'a sweet innocent mild-mannered person (especially a child'], 'Adjective': ['dearly loved', 'with or in a close or intimate relationship', 'sincerely earnest', 'having a high price'], 'Adverb': ['with affection', 'at a great cost']}"
469,magnunimus,magnunimus,
470,firmo,firm,"{'Noun': ['the members of a business organization that owns or operates one or more establishments'], 'Verb': ['become taut or tauter', 'make taut or tauter'], 'Adjective': ['marked by firm determination or resolution; not shakable', 'not soft or yielding to pressure', 'strong and sure', 'not subject to revision or change', ""(of especially a person's physical features"", 'not liable to fluctuate or especially to fall', 'securely established', 'possessing the tone and resiliency of healthy tissue', 'securely fixed in place', 'unwavering in devotion to friend or vow or cause'], 'Adverb': ['with resolute determination']}"
471,occulo,occult,"{'Noun': ['supernatural forces and events and beings collectively', 'supernatural practices and techniques'], 'Verb': ['cause an eclipse of (a celestial body', 'become concealed or hidden from view or have its light extinguished', 'hide from view'], 'Adjective': ['hidden and difficult to see', 'having an import not apparent to the senses nor obvious to the intelligence; beyond ordinary understanding']}"
472,rado,scratch,"{'Noun': ['an abraded area where the skin is torn or worn off', 'a depression scratched or carved into a surface', 'informal terms for money', 'a competitor who has withdrawn from competition', 'a line indicating the location of the start of a race or a game', 'dry mash for poultry', 'a harsh noise made by scraping', 'poor handwriting', 'an indication of damage'], 'Verb': ['cause friction', 'cut the surface of; wear away the surface of', 'scrape or rub as if to relieve itching', 'postpone indefinitely or annul something that was scheduled', 'remove by erasing or crossing out or as if by drawing a line', 'gather (money or other resources', 'carve, cut, or etch into a material or surface']}"
473,tabidus,tabid,
474,divosque,divosque,
475,furialis,FURIAL,
476,malesuadus,malesuadus,
477,obstipeo,be tossed,
478,curibus,Care,"{'Noun': ['the work of providing treatment for or attending to someone or something', 'judiciousness in avoiding harm or danger', 'an anxious feeling', 'a cause for feeling concern', 'attention and management implying responsibility for safety', 'activity involved in maintaining something in good working order'], 'Verb': ['feel concern or interest', 'provide care for', 'prefer or wish to do something', 'be in charge of, act on, or dispose of', 'be concerned with']}"
479,permisceo,mingle,"{'Verb': ['to bring or combine together or with something else', 'get involved or mixed-up with', 'be all mixed up or jumbled together']}"
480,navem,ship,"{'Noun': ['a vessel that carries passengers or freight'], 'Verb': ['transport commercially', 'hire for work on a ship', 'go on board', 'travel by ship', 'place on board a ship']}"
481,limosus,slimy,"{'Adjective': ['covered with or resembling slime', 'morally reprehensible']}"
482,prisca,priscar,
483,iugalis,marital,{'Adjective': ['of or relating to the state of marriage']}
484,velati,velati,
485,natus,born,"{'Noun': ['British nuclear physicist (born in Germany', '1882-1970'], 'Verb': ['cause to be born', 'put up with something or somebody unpleasant', 'move while holding up or supporting', 'bring forth', ""take on as one's own the expenses or debts of another person"", 'contain or hold; have within', 'bring in', ""have on one's person"", 'behave in a certain manner', 'have rightfully; of rights, titles, and offices', 'support or hold in a certain manner', 'be pregnant with'], 'Adjective': ['brought into existence', 'being talented through inherited qualities']}"
486,gradio,grown,"{'Verb': ['pass into a condition gradually, take on a specific property or attribute; become', 'become larger, greater, or bigger; expand or gain', 'increase in size by natural process', 'cause to grow or develop', 'develop and reach maturity; undergo maturation', 'come into existence; take on form or shape', 'cultivate by growing, often involving improvements by means of agricultural techniques', 'come to have or undergo a change of (physical features and attributes', 'grow emotionally or mature', 'become attached by or as if by the process of growth'], 'Adjective': ['(of animals']}"
487,novandis,novandum,
488,ingemino,ingemino,
489,ambumo,plate,"{'Noun': ['(baseball', 'a sheet of metal or wood or glass or plastic', 'a full-page illustration (usually on slick paper', 'dish on which food is served or from which food is eaten', 'the quantity contained in a plate', ""a rigid layer of the Earth's crust that is believed to drift slowly"", 'the thin under portion of the forequarter', 'a main course served on a plate', 'any flat platelike body structure or part', 'the positively charged electrode in a vacuum tube', 'a flat sheet of metal or glass on which a photographic image can be recorded', 'structural member consisting of a horizontal beam that provides bearing and anchorage', 'a shallow receptacle for collection in church', 'a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners', 'a dental appliance that artificially replaces missing teeth'], 'Verb': ['coat with a layer of metal']}"
490,orestis,Oreste,
491,supra,over,"{'Noun': ['(cricket'], 'Adjective': ['having come or been brought to a conclusion'], 'Adverb': ['at or to a point across intervening space etc.', 'throughout an area', 'throughout a period of time', 'beyond the top or upper surface or edge; forward from an upright position', 'over the entire area']}"
492,victos,losers,"{'Noun': ['a contestant who loses the contest', 'a person with a record of failing; someone who loses consistently', 'a gambler who loses a bet']}"
493,recindo,rebuild,{'Verb': ['build again']}
494,scopulusque,scopulusque,
495,diversas,different,"{'Adjective': ['unlike in nature or quality or form or degree', 'distinctly separate from the first', 'or different', 'differing from all others; not ordinary', 'distinct or separate']}"
496,tulla,tulla,
497,vetusto,in the old,
498,torpo,bewail,{'Verb': ['regret strongly']}
499,quamquam,though,{'Adverb': ['(postpositive']}
